state,local_minimum_id,status,objective_name,objective_file_tag,absolute_objective,absolute_threshold,contour_delta,target_success_count,initial_direction_count,initial_success_count,attempted_direction_count,replacement_direction_count,contour_point_count,initial_success_fraction,overall_success_fraction,physics_evaluation_count,direct_contour_seconds,covariance_rank,covariance_min_eigenvalue,covariance_max_eigenvalue,center_u0,center_u1,center_u2,center_u3,center_u4,center_u5,center_u6,center_u7,covariance_u0_u0,covariance_u0_u1,covariance_u0_u2,covariance_u0_u3,covariance_u0_u4,covariance_u0_u5,covariance_u0_u6,covariance_u0_u7,covariance_u1_u0,covariance_u1_u1,covariance_u1_u2,covariance_u1_u3,covariance_u1_u4,covariance_u1_u5,covariance_u1_u6,covariance_u1_u7,covariance_u2_u0,covariance_u2_u1,covariance_u2_u2,covariance_u2_u3,covariance_u2_u4,covariance_u2_u5,covariance_u2_u6,covariance_u2_u7,covariance_u3_u0,covariance_u3_u1,covariance_u3_u2,covariance_u3_u3,covariance_u3_u4,covariance_u3_u5,covariance_u3_u6,covariance_u3_u7,covariance_u4_u0,covariance_u4_u1,covariance_u4_u2,covariance_u4_u3,covariance_u4_u4,covariance_u4_u5,covariance_u4_u6,covariance_u4_u7,covariance_u5_u0,covariance_u5_u1,covariance_u5_u2,covariance_u5_u3,covariance_u5_u4,covariance_u5_u5,covariance_u5_u6,covariance_u5_u7,covariance_u6_u0,covariance_u6_u1,covariance_u6_u2,covariance_u6_u3,covariance_u6_u4,covariance_u6_u5,covariance_u6_u6,covariance_u6_u7,covariance_u7_u0,covariance_u7_u1,covariance_u7_u2,covariance_u7_u3,covariance_u7_u4,covariance_u7_u5,covariance_u7_u6,covariance_u7_u7,domain_boundary_point_count,domain_boundary_point_fraction,previous_success_count,added_success_count,previous_output_variant
W,95,ok,D_W,dw,0.00016948598849029494,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8706,327.5371690999891,8,3.7924881023185233e-07,1.7334111696740967e-06,0.5030958936041232,0.539333732003486,0.49068037500688433,0.5397808786207922,0.3935900331718545,0.46353112946316793,0.9455107057709556,0.46106721092462377,1.165201277041988e-06,2.404180477853303e-07,-2.4081887223108863e-07,1.5842169451695492e-07,-1.8501077374996666e-07,-1.7009814132072834e-07,-3.5962479757222367e-08,-1.537848963479924e-07,2.404180477853303e-07,5.680619274445122e-07,-2.505059848709682e-07,1.7776530600209347e-07,-6.244713835446902e-08,1.4693742533827246e-08,4.894966174717838e-08,-5.367972797721573e-08,-2.4081887223108863e-07,-2.505059848709682e-07,7.711167681227054e-07,-1.4768369251994777e-07,6.66656470844498e-08,-5.410679041026325e-08,-2.2312409510540473e-07,-4.319255085846587e-08,1.5842169451695492e-07,1.7776530600209347e-07,-1.4768369251994777e-07,1.3310848972876731e-06,1.1569941616830307e-07,1.7339304278912738e-08,-3.569336605709105e-08,-8.760043752145991e-09,-1.8501077374996666e-07,-6.244713835446902e-08,6.66656470844498e-08,1.1569941616830307e-07,1.4841672767872432e-06,-4.4214552008506056e-08,1.490850494544302e-07,9.457644629748619e-08,-1.7009814132072834e-07,1.4693742533827246e-08,-5.410679041026325e-08,1.7339304278912738e-08,-4.4214552008506056e-08,1.1939400121887136e-06,-1.2039060847675624e-07,1.5970683930687803e-08,-3.5962479757222367e-08,4.894966174717838e-08,-2.2312409510540473e-07,-3.569336605709105e-08,1.490850494544302e-07,-1.2039060847675624e-07,1.0949286701556301e-06,2.169571540345893e-07,-1.537848963479924e-07,-5.367972797721573e-08,-4.319255085846587e-08,-8.760043752145991e-09,9.457644629748619e-08,1.5970683930687803e-08,2.169571540345893e-07,9.857363084264927e-07,0,0.0,0,512,
W,94,ok,D_W,dw,0.00016915769284712887,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8709,340.1614002999995,8,1.5722621644877134e-07,1.5614703286561608e-06,0.46165545540309755,0.5314057429459246,0.4158607888000493,0.5301024780114406,0.3740547377603483,0.4838272959545519,0.4859226228375145,0.01580798321334937,4.591957124994974e-07,-1.185301446758131e-07,3.321124562493612e-08,-5.506285859433897e-08,9.13076139668909e-09,7.258981310636626e-08,2.8014927872818407e-08,-1.626473423843786e-07,-1.185301446758131e-07,9.039014106346761e-07,1.1861650075197411e-07,-2.7938759498400703e-08,-1.3599321684295042e-07,-5.8150239018613544e-08,-7.558110078436814e-08,2.9647256451669522e-08,3.321124562493612e-08,1.1861650075197411e-07,7.991866716747035e-07,-3.48456871334206e-08,-5.136825063070616e-08,2.6247082291407292e-08,-1.4321962600630288e-07,9.497654021504849e-08,-5.506285859433897e-08,-2.7938759498400703e-08,-3.48456871334206e-08,1.4550997306597151e-06,-6.832453640430677e-08,-1.2109224084342137e-08,-1.0980269464969854e-08,8.20280923755172e-08,9.13076139668909e-09,-1.3599321684295042e-07,-5.136825063070616e-08,-6.832453640430677e-08,1.4067268200745797e-06,-6.67028690618709e-08,8.572334802107292e-08,-9.302623991076866e-08,7.258981310636626e-08,-5.8150239018613544e-08,2.6247082291407292e-08,-1.2109224084342137e-08,-6.67028690618709e-08,1.4369058089416758e-06,-4.564625860344823e-08,2.8921338575081148e-08,2.8014927872818407e-08,-7.558110078436814e-08,-1.4321962600630288e-07,-1.0980269464969854e-08,8.572334802107292e-08,-4.564625860344823e-08,2.0906878832650553e-07,-1.105935492645437e-07,-1.626473423843786e-07,2.9647256451669522e-08,9.497654021504849e-08,8.20280923755172e-08,-9.302623991076866e-08,2.8921338575081148e-08,-1.105935492645437e-07,7.782633832220186e-07,0,0.0,0,512,
W,98,ok,D_W,dw,0.00017709235487953413,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,295.66831749999255,8,3.1050590510809545e-08,6.793163458757958e-07,0.5344612655470101,0.48488246766659876,0.39576278950308114,0.4582970851353205,0.5918839349590636,0.42845966328232377,0.00556132502282406,0.49053121030938174,1.529844937512115e-07,-3.611721521786694e-08,-1.2930311665064473e-08,-1.6547226556596204e-08,1.3163247656381327e-08,-1.898406732741594e-08,1.7205601215972868e-08,1.6946953668767814e-08,-3.611721521786694e-08,1.3136944015046103e-07,1.23585563365653e-08,-4.770151721864761e-09,-1.5888579059171145e-09,3.5316799912544656e-08,-1.8089749013874646e-08,1.4126184327380578e-08,-1.2930311665064473e-08,1.23585563365653e-08,2.54671801861954e-07,-2.669607664440618e-08,2.031808496008668e-08,1.2130918531993183e-09,9.949147072402892e-09,-1.759219613049387e-08,-1.6547226556596204e-08,-4.770151721864761e-09,-2.669607664440618e-08,6.486869802444076e-07,-1.3395260668970201e-08,-1.4811233034217839e-08,-4.915722538587313e-09,-9.998812554483026e-09,1.3163247656381327e-08,-1.5888579059171145e-09,2.031808496008668e-08,-1.3395260668970201e-08,2.3139044871566586e-07,-1.562451178636811e-08,5.850571753324807e-09,6.9988725159187445e-09,-1.898406732741594e-08,3.5316799912544656e-08,1.2130918531993183e-09,-1.4811233034217839e-08,-1.562451178636811e-08,6.674674101296045e-07,-5.207243302148343e-09,1.7604725635445728e-08,1.7205601215972868e-08,-1.8089749013874646e-08,9.949147072402892e-09,-4.915722538587313e-09,5.850571753324807e-09,-5.207243302148343e-09,3.6214918172539166e-08,5.325453772914935e-10,1.6946953668767814e-08,1.4126184327380578e-08,-1.759219613049387e-08,-9.998812554483026e-09,6.9988725159187445e-09,1.7604725635445728e-08,5.325453772914935e-10,1.6591204072453983e-07,0,0.0,0,512,
W,97,ok,D_W,dw,0.00017373003852286053,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,318.35924190000514,8,1.401721573207293e-07,1.4948792423491546e-06,0.4610438259953801,0.5293860899698628,0.40944197219702205,0.5343880008507219,0.37949646023132755,0.49046863583611305,0.012415212885134372,0.5148591365209089,3.9547928752719823e-07,-5.551839410894706e-08,-4.9691880121387194e-08,-2.8862907454437473e-08,-5.0439104255822405e-08,-1.1306610457683167e-08,-4.748895106642258e-08,-1.549127186644318e-07,-5.551839410894706e-08,5.929390567707649e-07,9.624488712750137e-08,-2.325427974492993e-08,-6.035941700747994e-08,-1.1896125213279173e-08,3.183739557662387e-08,-7.051100917588481e-08,-4.9691880121387194e-08,9.624488712750137e-08,6.966215214683712e-07,6.309961241011138e-08,-6.320889627847025e-08,-5.946180366712816e-08,1.1797918890456212e-07,1.0218100309259517e-07,-2.8862907454437473e-08,-2.325427974492993e-08,6.309961241011138e-08,1.1409318509715132e-06,-3.181135016891538e-08,-1.3438148331342953e-07,-1.81555088313715e-08,-1.8998463031139404e-08,-5.0439104255822405e-08,-6.035941700747994e-08,-6.320889627847025e-08,-3.181135016891538e-08,9.759939024146736e-07,2.2670395315614812e-07,-5.72413358569705e-08,6.961093182477372e-08,-1.1306610457683167e-08,-1.1896125213279173e-08,-5.946180366712816e-08,-1.3438148331342953e-07,2.2670395315614812e-07,1.3111575927004424e-06,-2.5865518246426064e-09,4.639643034619514e-09,-4.748895106642258e-08,3.183739557662387e-08,1.1797918890456212e-07,-1.81555088313715e-08,-5.72413358569705e-08,-2.5865518246426064e-09,1.8090146434199824e-07,8.177692626187221e-08,-1.549127186644318e-07,-7.051100917588481e-08,1.0218100309259517e-07,-1.8998463031139404e-08,6.961093182477372e-08,4.639643034619514e-09,8.177692626187221e-08,5.819881061770408e-07,0,0.0,0,512,
W,99,ok,D_W,dw,0.00018062543042198916,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8707,323.7790512000065,8,9.52587469749334e-08,8.835737135640379e-07,0.5342397928189891,0.4851464696731156,0.37337271841894026,0.4546862701923234,0.5847720503285949,0.5200532711203274,0.9950183188017061,0.49096883563091703,1.7242111900446224e-07,-5.0477321026548715e-08,-2.143682319615873e-08,-2.5378064138971297e-08,1.3636702200230747e-09,1.6878026627631316e-08,-1.925228092205773e-08,7.390618963176745e-09,-5.0477321026548715e-08,1.3591473896372967e-07,-5.56877919613376e-09,2.312236956715491e-08,-1.0383773238352367e-08,-5.5011134365309715e-09,1.5924175431519016e-08,2.3071611332873947e-08,-2.143682319615873e-08,-5.56877919613376e-09,2.2578189408340462e-07,-1.9827815222773825e-08,2.7157199652869243e-08,-1.3560470827029132e-08,-1.0050864274817193e-08,-5.15763636624354e-08,-2.5378064138971297e-08,2.312236956715491e-08,-1.9827815222773825e-08,6.339161629791882e-07,1.6582657892101774e-08,-6.33373249922166e-08,-2.5617184779761603e-09,4.189797986989387e-08,1.3636702200230747e-09,-1.0383773238352367e-08,2.7157199652869243e-08,1.6582657892101774e-08,2.1410888431816593e-07,-2.0324359635388192e-08,-8.403448062629055e-09,6.277531190210805e-09,1.6878026627631316e-08,-5.5011134365309715e-09,-1.3560470827029132e-08,-6.33373249922166e-08,-2.0324359635388192e-08,8.65197375980932e-07,-6.606287546226482e-09,-9.971580336238872e-10,-1.925228092205773e-08,1.5924175431519016e-08,-1.0050864274817193e-08,-2.5617184779761603e-09,-8.403448062629055e-09,-6.606287546226482e-09,2.31533537690421e-07,1.766402107525366e-10,7.390618963176745e-09,2.3071611332873947e-08,-5.15763636624354e-08,4.189797986989387e-08,6.277531190210805e-09,-9.971580336238872e-10,1.766402107525366e-10,2.205435671654553e-07,0,0.0,0,512,
W,102,ok,D_W,dw,0.00018757208200689723,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8707,299.4063405999914,8,9.398258623422998e-08,1.2859167218308674e-06,0.46541340116912017,0.47855591552627536,0.4379404617437639,0.5315819606197492,0.6075313135555761,0.3732459849727333,0.010121561884511784,0.512167906997306,2.618150771391379e-07,8.617197524115841e-08,1.3682560358688984e-08,-1.1892809712740313e-08,5.0022419803806236e-08,-8.234834231978095e-09,-1.1356977002560003e-08,8.802636365460206e-09,8.617197524115841e-08,4.24709015827468e-07,7.004894039743388e-09,1.984995971109514e-08,8.853500884822915e-08,-7.324402244720295e-08,-3.7662545101405714e-08,1.8159943662669063e-08,1.3682560358688984e-08,7.004894039743388e-09,5.389315602012015e-07,-9.795457582369524e-08,3.234176963392189e-08,-1.208333048604813e-07,6.149314298656967e-08,-5.925412564180613e-09,-1.1892809712740313e-08,1.984995971109514e-08,-9.795457582369524e-08,1.2604205673414784e-06,-4.027408954894237e-09,-6.19462616355362e-08,-2.1198389441285697e-08,7.452492416734485e-09,5.0022419803806236e-08,8.853500884822915e-08,3.234176963392189e-08,-4.027408954894237e-09,8.19228101499034e-07,6.06261060166145e-08,2.524105576149539e-08,-4.263528693210688e-08,-8.234834231978095e-09,-7.324402244720295e-08,-1.208333048604813e-07,-6.19462616355362e-08,6.06261060166145e-08,1.0377113684900884e-06,1.6605691233071962e-08,-2.9849552619875415e-08,-1.1356977002560003e-08,-3.7662545101405714e-08,6.149314298656967e-08,-2.1198389441285697e-08,2.524105576149539e-08,1.6605691233071962e-08,1.0996370519918763e-07,1.183896405971035e-08,8.802636365460206e-09,1.8159943662669063e-08,-5.925412564180613e-09,7.452492416734485e-09,-4.263528693210688e-08,-2.9849552619875415e-08,1.183896405971035e-08,4.322605247642581e-07,0,0.0,0,512,
W,100,ok,D_W,dw,0.000181251848511365,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,323.3863604000071,8,1.406192487874224e-07,1.255543895616912e-06,0.4627394271170175,0.5276750079360406,0.42808449810893345,0.5309958267455515,0.37879894987953633,0.42100183266338337,0.012509089620186804,0.5143255828057429,3.5618782089553283e-07,-5.196646336219417e-08,3.6685205173096936e-08,-5.242183426039124e-08,-2.8886765232671524e-08,4.3542250570163566e-08,-2.592576538885871e-08,-6.890322190807312e-08,-5.196646336219417e-08,5.341499064824405e-07,2.8391070867141607e-08,4.259152054911407e-08,-1.0032704582798513e-08,-9.098658829902036e-09,5.098350735141771e-08,-8.680001985704795e-09,3.6685205173096936e-08,2.8391070867141607e-08,6.859857821814125e-07,1.7627789206041293e-08,9.792168647599375e-08,-1.4731460978907094e-08,1.0181769962031697e-07,5.821687681777353e-08,-5.242183426039124e-08,4.259152054911407e-08,1.7627789206041293e-08,1.2323738274884253e-06,-7.535666218032836e-08,-2.44091922243463e-09,1.0920315291183294e-08,-5.5510749918497814e-09,-2.8886765232671524e-08,-1.0032704582798513e-08,9.792168647599375e-08,-7.535666218032836e-08,9.232327729718124e-07,-5.4283990407241194e-08,-1.796670483280008e-08,-1.5752615924099097e-08,4.3542250570163566e-08,-9.098658829902036e-09,-1.4731460978907094e-08,-2.44091922243463e-09,-5.4283990407241194e-08,1.0262406118519377e-06,9.968902632981637e-10,-2.7889503891915328e-08,-2.592576538885871e-08,5.098350735141771e-08,1.0181769962031697e-07,1.0920315291183294e-08,-1.796670483280008e-08,9.968902632981637e-10,1.723430913237407e-07,4.773447469235939e-08,-6.890322190807312e-08,-8.680001985704795e-09,5.821687681777353e-08,-5.5510749918497814e-09,-1.5752615924099097e-08,-2.7889503891915328e-08,4.773447469235939e-08,5.651675637504117e-07,0,0.0,0,512,
W,104,ok,D_W,dw,0.00018902076409128436,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,309.1244609999994,8,7.654179223268005e-08,1.1238148657556804e-06,0.5376752832245221,0.4773089733810995,0.40414055458036646,0.4619178858164823,0.6121682302957898,0.45254053637557956,0.008911278601959756,0.48790632920331667,2.6236485748388437e-07,-8.482054563063474e-08,-3.128060939988339e-08,9.271953532986856e-09,-8.154251771032031e-10,-7.599078861805709e-09,2.9226380390915597e-08,-2.6262983644619376e-08,-8.482054563063474e-08,3.532937976544693e-07,1.5780195467850005e-08,-5.505406729825246e-09,-2.7636063487080007e-08,-2.7061371461891188e-09,-3.8215687208810713e-08,-8.044610342916594e-09,-3.128060939988339e-08,1.5780195467850005e-08,4.6298463290136376e-07,-2.745896533445382e-08,-3.873192732354732e-08,-1.0101715782799608e-07,2.4391625926920093e-08,-5.246834341057541e-10,9.271953532986856e-09,-5.505406729825246e-09,-2.745896533445382e-08,9.477935445336874e-07,-6.711079552502511e-09,-8.718495078611558e-08,-1.6921212208993197e-09,5.659073351013699e-09,-8.154251771032031e-10,-2.7636063487080007e-08,-3.873192732354732e-08,-6.711079552502511e-09,5.142283193395229e-07,-8.496945220879073e-08,1.7104702488080314e-08,-6.005363088478765e-08,-7.599078861805709e-09,-2.7061371461891188e-09,-1.0101715782799608e-07,-8.718495078611558e-08,-8.496945220879073e-08,1.0568104645049532e-06,-1.202517053284035e-08,3.3282604802314035e-08,2.9226380390915597e-08,-3.8215687208810713e-08,2.4391625926920093e-08,-1.6921212208993197e-09,1.7104702488080314e-08,-1.202517053284035e-08,8.728807763428933e-08,-1.8636574507407206e-08,-2.6262983644619376e-08,-8.044610342916594e-09,-5.246834341057541e-10,5.659073351013699e-09,-6.005363088478765e-08,3.3282604802314035e-08,-1.8636574507407206e-08,4.1719874708885255e-07,0,0.0,0,512,
W,101,ok,D_W,dw,0.00018240049967366073,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,335.2478579000017,8,2.1878428927815643e-07,8.27533934914058e-07,0.5184301743152492,0.46577908370923793,0.4502972210066319,0.48611214240005246,0.5888673059044017,0.5587536976658741,0.47543557116439245,0.9826114794301097,4.5936482290422294e-07,5.1363065586413065e-08,-1.2306634221352837e-07,-2.0410683115924024e-08,-2.1627993941553554e-08,-5.4130612974855777e-08,-4.040496532214042e-08,-7.063046816986077e-08,5.1363065586413065e-08,2.738587966402374e-07,2.2314189253070424e-08,-2.1247730124650827e-08,-4.674223349790425e-08,3.0791888250110426e-08,-3.6977246689608367e-08,2.990731138307073e-08,-1.2306634221352837e-07,2.2314189253070424e-08,4.869817260992495e-07,-6.255320748305177e-08,3.2004739718312315e-08,-8.714979529945865e-08,-1.2633925240858523e-07,-3.861373520049786e-08,-2.0410683115924024e-08,-2.1247730124650827e-08,-6.255320748305177e-08,6.292093839327951e-07,-1.8626741414137634e-08,7.332732667681287e-08,-5.841628254644711e-08,-5.460030705059908e-08,-2.1627993941553554e-08,-4.674223349790425e-08,3.2004739718312315e-08,-1.8626741414137634e-08,6.987381867396034e-07,1.496071373996476e-08,-1.151373099657456e-07,-2.901482555375787e-08,-5.4130612974855777e-08,3.0791888250110426e-08,-8.714979529945865e-08,7.332732667681287e-08,1.496071373996476e-08,7.111724477708266e-07,1.5961117453873963e-08,7.166955625015428e-08,-4.040496532214042e-08,-3.6977246689608367e-08,-1.2633925240858523e-07,-5.841628254644711e-08,-1.151373099657456e-07,1.5961117453873963e-08,4.27921823837912e-07,1.2005715640258985e-07,-7.063046816986077e-08,2.990731138307073e-08,-3.861373520049786e-08,-5.460030705059908e-08,-2.901482555375787e-08,7.166955625015428e-08,1.2005715640258985e-07,4.920409801300134e-07,0,0.0,0,512,
W,103,ok,D_W,dw,0.00018873200808370205,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,321.543293900002,8,4.951147768832642e-07,1.9114503944215277e-06,0.4835607065432031,0.5409227961445986,0.4835511537823063,0.47615154155595385,0.3747385020802082,0.41395844656152847,0.03431654037535429,0.5251078515461458,9.497105978080682e-07,1.3412815263935647e-07,1.4153484824532886e-07,-2.373271859096702e-08,-1.0485614988694047e-07,5.2720793837611734e-08,-1.1015421419612699e-08,-1.1801731289243046e-07,1.3412815263935647e-07,6.972712931359811e-07,-1.2823156790284093e-07,-5.1341347142065634e-08,9.342216856991996e-09,5.002370779362913e-08,-1.054677594404989e-07,5.3435750257422063e-08,1.4153484824532886e-07,-1.2823156790284093e-07,1.0534693838183731e-06,4.437118766039371e-08,-1.3405067283119562e-07,-1.6325476554965205e-07,2.851210879942205e-07,4.2377935402737385e-08,-2.373271859096702e-08,-5.1341347142065634e-08,4.437118766039371e-08,1.5644432151560914e-06,1.506525997810461e-08,-2.749964442480282e-08,-6.212313061441563e-08,-2.739996843268767e-08,-1.0485614988694047e-07,9.342216856991996e-09,-1.3405067283119562e-07,1.506525997810461e-08,1.8330024937029053e-06,-4.87934402883092e-08,-1.4757467953627522e-07,5.5157802894128866e-08,5.2720793837611734e-08,5.002370779362913e-08,-1.6325476554965205e-07,-2.749964442480282e-08,-4.87934402883092e-08,1.3213594380173906e-06,2.2209451629694357e-08,-6.570059736575187e-08,-1.1015421419612699e-08,-1.054677594404989e-07,2.851210879942205e-07,-6.212313061441563e-08,-1.4757467953627522e-07,2.2209451629694357e-08,7.232079433091961e-07,1.1526036682545214e-07,-1.1801731289243046e-07,5.3435750257422063e-08,4.2377935402737385e-08,-2.739996843268767e-08,5.5157802894128866e-08,-6.570059736575187e-08,1.1526036682545214e-07,8.399854859430392e-07,0,0.0,0,512,
W,105,ok,D_W,dw,0.00019020272305106433,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,317.2552430000069,8,3.008410532871965e-07,1.0973637318029986e-06,0.47153510121795966,0.536320013582902,0.43834339559841395,0.5238558278246953,0.39296760525196417,0.549914822297371,0.9773170455605626,0.5191495675467251,5.608504560517854e-07,9.281289362529809e-08,1.3033810948820683e-07,-3.108117964109464e-08,-3.20217563081548e-09,1.1288768394638895e-07,1.3110737407032607e-08,-1.2449598820985574e-07,9.281289362529809e-08,6.045636636473246e-07,-5.900319370991458e-08,-4.834317589462696e-08,2.020366051944208e-08,9.408652668994654e-10,6.133452358645479e-08,4.9562481200371786e-08,1.3033810948820683e-07,-5.900319370991458e-08,6.829261159844824e-07,6.578496692725362e-08,9.703080570050326e-08,1.313468070762161e-08,-1.1044458673790444e-07,-4.745832593808694e-08,-3.108117964109464e-08,-4.834317589462696e-08,6.578496692725362e-08,1.0369555389108849e-06,5.2596185414873375e-08,-1.2888860456640894e-08,2.2528585295413937e-08,2.0050118190513025e-08,-3.20217563081548e-09,2.020366051944208e-08,9.703080570050326e-08,5.2596185414873375e-08,8.688731867644732e-07,-7.067402564675189e-08,1.3283996901489027e-07,-4.731692641485983e-10,1.1288768394638895e-07,9.408652668994654e-10,1.313468070762161e-08,-1.2888860456640894e-08,-7.067402564675189e-08,9.488717566308369e-07,-6.279676574661753e-08,4.143240745107245e-08,1.3110737407032607e-08,6.133452358645479e-08,-1.1044458673790444e-07,2.2528585295413937e-08,1.3283996901489027e-07,-6.279676574661753e-08,4.0908747138026475e-07,-2.954579192104939e-08,-1.2449598820985574e-07,4.9562481200371786e-08,-4.745832593808694e-08,2.0050118190513025e-08,-4.731692641485983e-10,4.143240745107245e-08,-2.954579192104939e-08,5.575208944120982e-07,0,0.0,0,512,
W,114,ok,D_W,dw,0.00020428770973599767,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8704,286.05279610000434,8,5.278694256768618e-09,3.436872860398821e-07,0.5000345972442986,0.4994073967859109,0.5146782958843604,0.4921782538725703,0.518375676811736,0.5009167103793833,0.23787326319978605,0.6233958598071354,8.77493177698481e-09,7.125674480362109e-10,-2.1308243176350243e-10,-1.5253661210385486e-09,-1.1361816637272637e-09,1.2530785404330471e-09,-3.634684732857447e-10,5.478611355635453e-10,7.125674480362109e-10,5.725008414145486e-09,2.2154009984421273e-09,9.412829491492178e-10,-6.287118834817848e-10,7.930786148838163e-10,-2.142464550882652e-10,3.786268161106726e-10,-2.1308243176350243e-10,2.2154009984421273e-09,3.384466039827554e-08,-5.352022548926751e-09,2.1568743087024483e-09,-1.6969262572446756e-09,1.2637972536547216e-09,2.912494994362348e-09,-1.5253661210385486e-09,9.412829491492178e-10,-5.352022548926751e-09,3.836018675563952e-08,3.852250922837779e-09,1.372819257999119e-10,8.257374194167623e-11,-4.2724499734573443e-10,-1.1361816637272637e-09,-6.287118834817848e-10,2.1568743087024483e-09,3.852250922837779e-09,3.7207157425136256e-08,-5.822723122509624e-09,2.7132466290096187e-09,-7.851906458117384e-09,1.2530785404330471e-09,7.930786148838163e-10,-1.6969262572446756e-09,1.372819257999119e-10,-5.822723122509624e-09,2.714626026709742e-08,8.002467852747705e-10,2.937569529578644e-09,-3.634684732857447e-10,-2.142464550882652e-10,1.2637972536547216e-09,8.257374194167623e-11,2.7132466290096187e-09,8.002467852747705e-10,3.4364667663792745e-07,9.219080080358559e-10,5.478611355635453e-10,3.786268161106726e-10,2.912494994362348e-09,-4.2724499734573443e-10,-7.851906458117384e-09,2.937569529578644e-09,9.219080080358559e-10,2.589578868980373e-07,0,0.0,0,512,
W,106,ok,D_W,dw,0.00019020898769911532,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8707,322.1741352000099,8,4.7440016250920023e-07,2.418869708807693e-06,0.48753439392090153,0.4564458414300865,0.4778865631404481,0.47475764584909624,0.618534574606489,0.4774313955346576,0.04583954895004427,0.5340540279470907,1.417957218687626e-06,3.41129796920762e-08,3.480504053289909e-07,-9.699557957703933e-08,-1.930997510892074e-07,3.653728630729075e-08,-4.331840230933976e-08,-1.800150975427625e-07,3.41129796920762e-08,6.795311853383851e-07,2.0594344454860784e-07,1.5279535059783568e-07,-1.1771351613838554e-07,4.056444175398249e-08,1.2506611550718298e-07,-1.1058548788765702e-07,3.480504053289909e-07,2.0594344454860784e-07,1.025160549808279e-06,8.892796979874707e-08,-7.896758069775023e-08,-1.592920079017226e-07,2.9860654840862153e-07,1.2582131179557714e-07,-9.699557957703933e-08,1.5279535059783568e-07,8.892796979874707e-08,1.7988223669509087e-06,-1.9926067088204304e-07,-3.711267685324939e-07,-2.2165884571249085e-07,-6.6573216373852786e-09,-1.930997510892074e-07,-1.1771351613838554e-07,-7.896758069775023e-08,-1.9926067088204304e-07,1.7179131266913412e-06,1.3168896020358874e-08,1.7345307639809833e-07,-2.0146988480053366e-08,3.653728630729075e-08,4.056444175398249e-08,-1.592920079017226e-07,-3.711267685324939e-07,1.3168896020358874e-08,1.8228790444009178e-06,3.411767075302494e-07,8.864676519919774e-08,-4.331840230933976e-08,1.2506611550718298e-07,2.9860654840862153e-07,-2.2165884571249085e-07,1.7345307639809833e-07,3.411767075302494e-07,1.281445403116795e-06,2.711955847052313e-07,-1.800150975427625e-07,-1.1058548788765702e-07,1.2582131179557714e-07,-6.6573216373852786e-09,-2.0146988480053366e-08,8.864676519919774e-08,2.711955847052313e-07,1.1424711085613667e-06,0,0.0,0,512,
W,119,ok,D_W,dw,0.00021065149917612365,0.01,0.02,512,512,512,512,0,512,1.0,1.0,8708,267.49856510000245,8,1.3421464313459543e-07,1.2296536117777666e-06,0.5383965702367847,0.5286234841583886,0.4146269748645879,0.46921033006586665,0.377196059253528,0.4616505670575702,0.012295057563232075,0.48539893625203356,3.797587685826163e-07,8.246216902620359e-08,-3.666927603726753e-08,-1.1586789277882418e-08,3.2598184190437575e-08,5.103093721688562e-08,4.664062112891226e-08,-1.2407806451789614e-07,8.246216902620359e-08,6.718411339946374e-07,2.8691152337115785e-08,8.559583018791491e-08,6.41574290130649e-09,2.8748801385539336e-08,7.746371342703215e-08,5.2632780837423294e-08,-3.666927603726753e-08,2.8691152337115785e-08,7.6342681331384e-07,1.1988878230703027e-08,-6.548052049851106e-08,1.9463922990224108e-08,1.2644387371119878e-07,-1.2359430483083397e-08,-1.1586789277882418e-08,8.559583018791491e-08,1.1988878230703027e-08,1.2063672804066579e-06,3.493420299924093e-08,-1.0024976752021676e-09,3.8953611444663714e-08,-5.0604747971043485e-08,3.2598184190437575e-08,6.41574290130649e-09,-6.548052049851106e-08,3.493420299924093e-08,6.859439340294072e-07,1.3304886360060847e-08,-2.3536340675674747e-08,3.740187334945148e-09,5.103093721688562e-08,2.8748801385539336e-08,1.9463922990224108e-08,-1.0024976752021676e-09,1.3304886360060847e-08,1.0957609682362502e-06,4.04541954664256e-08,-2.6098558707259186e-08,4.664062112891226e-08,7.746371342703215e-08,1.2644387371119878e-07,3.8953611444663714e-08,-2.3536340675674747e-08,4.04541954664256e-08,1.8381244130190013e-07,-6.584302175388371e-08,-1.2407806451789614e-07,5.2632780837423294e-08,-1.2359430483083397e-08,-5.0604747971043485e-08,3.740187334945148e-09,-2.6098558707259186e-08,-6.584302175388371e-08,6.226820159299969e-07,0,0.0,0,512,
